Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,2,1,178,2.98,23.24,OK
WARMUP,1,1,180,2.98,23.25,OK
WARMUP,2,2,169,2.98,23.26,OK
WARMUP,1,2,174,2.98,23.27,OK
WARMUP,3,1,166,2.98,23.27,OK
WARMUP,2,3,176,2.98,23.28,OK
WARMUP,1,3,181,2.98,23.32,OK
WARMUP,3,2,177,2.98,23.32,OK
WARMUP,2,4,174,2.98,23.33,OK
WARMUP,1,4,180,2.98,23.34,OK
WARMUP,3,3,173,2.98,23.35,OK
WARMUP,2,5,187,2.98,23.36,OK
WARMUP,1,5,183,2.98,23.36,OK
WARMUP,3,4,175,2.98,23.37,OK
WARMUP,2,6,173,2.98,23.38,OK
WARMUP,1,6,184,2.98,23.39,OK
WARMUP,3,5,184,2.98,23.40,OK
WARMUP,2,7,173,2.98,23.40,OK
WARMUP,1,7,171,2.98,23.41,OK
WARMUP,3,6,173,2.98,23.42,OK
WARMUP,2,8,175,2.98,23.43,OK
WARMUP,1,8,179,2.98,23.44,OK
WARMUP,4,1,171,2.98,23.45,OK
WARMUP,3,7,182,2.98,23.46,OK
WARMUP,2,9,176,2.98,23.46,OK
WARMUP,4,2,171,2.98,23.48,OK
WARMUP,1,9,187,2.98,23.47,OK
WARMUP,3,8,174,2.98,23.49,OK
WARMUP,2,10,171,2.98,23.50,OK
WARMUP,1,10,175,2.98,23.50,OK
WARMUP,4,3,178,2.98,23.51,OK
WARMUP,3,9,177,2.98,23.52,OK
WARMUP,1,11,172,2.98,23.53,OK
WARMUP,2,11,178,2.98,23.54,OK
WARMUP,4,4,175,2.98,23.54,OK
WARMUP,3,10,182,2.98,23.55,OK
WARMUP,1,12,169,2.98,23.56,OK
WARMUP,2,12,179,2.98,23.57,OK
WARMUP,4,5,180,2.98,23.58,OK
WARMUP,3,11,175,2.98,23.58,OK
WARMUP,2,13,179,2.98,23.59,OK
WARMUP,1,13,176,2.98,23.60,OK
WARMUP,4,6,178,2.98,23.61,OK
WARMUP,3,12,181,2.98,23.62,OK
WARMUP,2,14,180,2.98,23.62,OK
WARMUP,4,7,166,2.98,23.63,OK
WARMUP,1,14,181,2.98,23.64,OK
WARMUP,3,13,183,2.98,23.65,OK
WARMUP,2,15,169,2.98,23.66,OK
WARMUP,1,15,172,2.98,23.66,OK
WARMUP,4,8,168,2.98,23.67,OK
WARMUP,3,14,180,2.98,23.68,OK
WARMUP,2,16,171,2.98,23.69,OK
WARMUP,1,16,172,2.98,23.70,OK
WARMUP,3,15,173,2.98,23.70,OK
WARMUP,4,9,178,2.98,23.71,OK
WARMUP,2,17,175,2.98,23.72,OK
WARMUP,1,17,180,2.98,23.73,OK
WARMUP,4,10,168,2.98,23.74,OK
WARMUP,3,16,181,2.98,23.74,OK
WARMUP,2,18,177,2.98,23.75,OK
WARMUP,1,18,179,2.98,23.76,OK
WARMUP,4,11,173,2.98,23.03,OK
WARMUP,3,17,171,2.98,23.04,OK
WARMUP,2,19,174,2.98,23.05,OK
WARMUP,4,12,167,2.98,23.05,OK
WARMUP,1,19,188,2.98,23.06,OK
WARMUP,2,20,169,2.98,23.07,OK
WARMUP,3,18,185,2.98,23.09,OK
WARMUP,1,20,167,2.98,23.08,OK
WARMUP,4,13,180,2.98,23.09,OK
WARMUP,3,19,188,2.98,23.10,OK
WARMUP,2,21,177,2.98,23.11,OK
WARMUP,1,21,182,2.98,23.12,OK
WARMUP,4,14,170,2.98,23.13,OK
WARMUP,3,20,192,2.98,23.13,OK
WARMUP,2,22,184,2.98,23.14,OK
WARMUP,1,22,181,2.98,23.15,OK
WARMUP,4,15,175,2.98,23.17,OK
WARMUP,3,21,172,2.98,23.16,OK
WARMUP,2,23,182,2.98,23.17,OK
WARMUP,1,23,179,2.98,23.18,OK
WARMUP,4,16,165,2.98,23.19,OK
WARMUP,3,22,179,2.98,23.20,OK
WARMUP,2,24,171,2.98,23.21,OK
WARMUP,1,24,174,2.98,23.21,OK
WARMUP,4,17,167,2.98,23.22,OK
WARMUP,3,23,180,2.98,23.23,OK
WARMUP,2,25,182,2.98,23.24,OK
WARMUP,1,25,182,2.98,23.25,OK
WARMUP,4,18,169,2.98,23.25,OK
WARMUP,3,24,171,2.98,23.26,OK
WARMUP,2,26,175,2.98,23.27,OK
WARMUP,1,26,183,2.98,23.28,OK
WARMUP,4,19,174,2.98,23.28,OK
WARMUP,3,25,175,2.98,23.29,OK
WARMUP,1,27,180,2.98,23.30,OK
WARMUP,4,20,178,2.98,23.31,OK
WARMUP,3,26,179,2.98,23.32,OK
WARMUP,1,28,180,2.98,23.32,OK
WARMUP,3,27,170,2.98,23.33,OK
WARMUP,4,21,174,2.98,23.34,OK
WARMUP,1,29,177,2.98,23.35,OK
WARMUP,4,22,163,2.98,23.36,OK
WARMUP,3,28,180,2.98,23.36,OK
WARMUP,2,27,299,2.98,23.38,OK
WARMUP,2,28,260,2.98,23.39,OK
WARMUP,2,29,220,2.98,23.39,OK
WARMUP,2,30,179,2.98,23.39,OK
WARMUP,1,30,178,2.98,23.40,OK
WARMUP,4,23,172,2.98,23.41,OK
WARMUP,3,29,186,2.98,23.42,OK
WARMUP,1,31,176,2.98,23.42,OK
WARMUP,2,31,179,2.98,23.43,OK
WARMUP,4,24,177,2.98,23.45,OK
WARMUP,3,30,175,2.98,23.44,OK
WARMUP,1,32,170,2.98,23.46,OK
WARMUP,2,32,182,2.98,23.46,OK
WARMUP,3,31,170,2.98,23.47,OK
WARMUP,4,25,174,2.98,23.48,OK
WARMUP,2,33,174,2.98,23.49,OK
WARMUP,1,33,185,2.98,23.50,OK
WARMUP,4,26,174,2.98,23.50,OK
WARMUP,3,32,175,2.98,23.51,OK
WARMUP,2,34,169,2.98,23.52,OK
WARMUP,1,34,173,2.98,23.53,OK
WARMUP,4,27,175,2.98,23.54,OK
