Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,2,1,127,2.05,22.79,OK
WARMUP,1,1,126,2.05,22.80,OK
WARMUP,4,1,128,2.05,22.81,OK
WARMUP,2,2,126,2.05,22.82,OK
WARMUP,1,2,125,2.05,22.83,OK
WARMUP,4,2,129,2.05,22.84,OK
WARMUP,2,3,125,2.05,22.85,OK
WARMUP,1,3,125,2.05,22.86,OK
WARMUP,3,1,207,2.05,22.87,OK
WARMUP,3,2,167,2.05,22.87,OK
WARMUP,4,3,129,2.05,22.88,OK
WARMUP,2,4,126,2.05,22.89,OK
WARMUP,3,3,166,2.05,22.91,OK
WARMUP,1,4,125,2.05,22.90,OK
WARMUP,3,4,127,2.05,22.92,OK
WARMUP,4,4,128,2.05,22.93,OK
WARMUP,2,5,125,2.05,22.94,OK
WARMUP,1,5,126,2.05,22.95,OK
WARMUP,3,5,127,2.05,22.95,OK
WARMUP,4,5,128,2.05,22.96,OK
WARMUP,2,6,125,2.05,22.97,OK
WARMUP,1,6,126,2.05,22.98,OK
WARMUP,3,6,127,2.05,22.99,OK
WARMUP,4,6,128,2.05,23.00,OK
WARMUP,2,7,125,2.05,23.01,OK
WARMUP,1,7,127,2.05,23.02,OK
WARMUP,3,7,127,2.05,23.03,OK
WARMUP,4,7,128,2.05,23.04,OK
WARMUP,2,8,125,2.05,23.04,OK
WARMUP,1,8,125,2.05,23.05,OK
WARMUP,3,8,127,2.05,23.06,OK
WARMUP,4,8,129,2.05,23.07,OK
WARMUP,2,9,126,2.05,23.09,OK
WARMUP,1,9,126,2.05,23.08,OK
WARMUP,3,9,126,2.05,23.10,OK
WARMUP,4,9,128,2.05,23.11,OK
WARMUP,2,10,126,2.05,23.13,OK
WARMUP,1,10,125,2.05,23.12,OK
WARMUP,3,10,126,2.05,23.13,OK
WARMUP,4,10,129,2.05,23.14,OK
WARMUP,2,11,126,2.05,23.15,OK
WARMUP,1,11,125,2.05,23.16,OK
WARMUP,3,11,126,2.05,23.17,OK
WARMUP,4,11,129,2.05,23.18,OK
WARMUP,2,12,126,2.05,23.19,OK
WARMUP,1,12,125,2.05,23.20,OK
WARMUP,3,12,127,2.05,23.21,OK
WARMUP,4,12,128,2.05,23.22,OK
WARMUP,2,13,125,2.05,23.22,OK
WARMUP,1,13,126,2.05,23.23,OK
WARMUP,3,13,127,2.05,23.24,OK
WARMUP,4,13,129,2.05,23.25,OK
WARMUP,2,14,126,2.05,23.26,OK
WARMUP,1,14,126,2.05,23.27,OK
WARMUP,3,14,127,2.05,23.28,OK
