Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,1,22,848,2.06,23.11,OK
WARMUP,2,21,826,2.06,23.15,OK
WARMUP,4,23,901,2.06,23.19,OK
WARMUP,3,23,918,2.06,22.44,OK
WARMUP,2,25,957,2.06,22.48,OK
WARMUP,1,27,231,2.06,22.53,OK
WARMUP,2,27,238,2.06,22.57,OK
WARMUP,4,28,1057,2.06,22.61,OK
WARMUP,3,28,1085,2.06,22.65,OK
WARMUP,1,29,231,2.06,22.70,OK
WARMUP,2,29,229,2.06,22.73,OK
WARMUP,1,31,1157,2.06,22.77,OK
WARMUP,2,31,1146,2.06,22.81,OK
WARMUP,2,31,224,2.06,22.85,OK
WARMUP,3,32,240,2.06,22.88,OK
WARMUP,2,33,237,2.06,22.92,OK
WARMUP,3,33,228,2.06,22.96,OK
WARMUP,3,34,1255,2.06,23.03,OK
WARMUP,4,34,1257,2.06,22.99,OK
WARMUP,2,34,230,2.06,23.07,OK
WARMUP,3,34,229,2.06,23.11,OK
WARMUP,2,35,232,2.06,23.14,OK
WARMUP,2,36,1304,2.06,23.18,OK
WARMUP,1,37,1333,2.06,22.42,OK
WARMUP,3,36,232,2.06,22.45,OK
WARMUP,1,38,242,2.06,22.49,OK
WARMUP,2,37,237,2.06,22.53,OK
WARMUP,3,38,229,2.06,22.57,OK
WARMUP,3,38,1409,2.06,22.60,OK
WARMUP,4,38,1428,2.06,22.64,OK
WARMUP,2,39,240,2.06,22.68,OK
WARMUP,3,39,232,2.06,22.72,OK
WARMUP,4,39,235,2.06,22.75,OK
WARMUP,1,40,233,2.06,22.79,OK
WARMUP,2,40,235,2.06,22.83,OK
WARMUP,3,40,230,2.06,22.86,OK
WARMUP,2,41,232,2.06,22.90,OK
WARMUP,3,41,232,2.06,22.94,OK
WARMUP,1,42,1518,2.06,23.01,OK
WARMUP,2,42,1495,2.06,22.98,OK
WARMUP,2,42,237,2.06,23.05,OK
WARMUP,1,43,1674,2.06,23.09,OK
WARMUP,4,42,231,2.06,23.13,OK
WARMUP,3,42,237,2.06,23.16,OK
WARMUP,2,44,244,2.06,23.20,OK
WARMUP,3,44,1581,2.06,22.45,OK
WARMUP,2,44,232,2.06,22.49,OK
WARMUP,4,44,1596,2.06,22.52,OK
WARMUP,3,44,221,2.06,22.56,OK
WARMUP,4,44,233,2.06,22.60,OK
WARMUP,2,45,230,2.06,22.63,OK
WARMUP,3,45,232,2.06,22.68,OK
WARMUP,2,46,1632,2.06,22.75,OK
WARMUP,1,46,234,2.06,22.71,OK
WARMUP,4,45,236,2.06,22.83,OK
WARMUP,2,46,225,2.06,22.79,OK
WARMUP,1,46,1662,2.06,22.87,OK
WARMUP,3,46,230,2.06,22.90,OK
WARMUP,1,47,235,2.06,22.94,OK
WARMUP,3,47,233,2.06,22.98,OK
WARMUP,4,47,234,2.06,23.01,OK
WARMUP,1,48,232,2.06,23.05,OK
WARMUP,2,49,245,2.06,23.09,OK
WARMUP,3,49,243,2.06,23.13,OK
WARMUP,4,48,235,2.06,23.16,OK
WARMUP,4,48,1748,2.06,23.20,OK
WARMUP,1,49,236,2.06,22.45,OK
WARMUP,3,49,1760,2.06,22.49,OK
WARMUP,3,49,236,2.06,22.52,OK
WARMUP,1,50,227,2.06,22.60,OK
WARMUP,4,49,229,2.06,22.56,OK
WARMUP,2,50,229,2.06,22.63,OK
WARMUP,3,50,230,2.06,22.67,OK
WARMUP,1,51,232,2.06,22.71,OK
WARMUP,4,50,234,2.06,22.75,OK
WARMUP,1,52,1837,2.06,22.78,OK
WARMUP,2,52,1818,2.06,22.82,OK
WARMUP,3,51,235,2.06,22.86,OK
WARMUP,1,52,237,2.06,22.90,OK
WARMUP,2,52,234,2.06,22.93,OK
WARMUP,3,52,230,2.06,22.97,OK
WARMUP,4,52,234,2.06,23.01,OK
WARMUP,1,54,244,2.06,23.08,OK
WARMUP,2,53,236,2.06,23.04,OK
WARMUP,4,53,227,2.06,23.12,OK
WARMUP,1,54,225,2.06,23.16,OK
WARMUP,4,53,308,2.06,22.42,OK
WARMUP,3,54,246,2.06,23.19,OK
WARMUP,3,54,1913,2.06,22.46,OK
WARMUP,3,54,228,2.06,22.50,OK
WARMUP,4,54,1934,2.06,22.53,OK
WARMUP,4,54,231,2.06,22.57,OK
WARMUP,1,55,232,2.06,22.65,OK
WARMUP,2,55,227,2.06,22.61,OK
WARMUP,3,55,241,2.06,22.68,OK
WARMUP,4,55,228,2.06,22.72,OK
WARMUP,1,56,229,2.06,22.76,OK
WARMUP,2,56,236,2.06,22.80,OK
WARMUP,2,57,1973,2.06,22.83,OK
WARMUP,3,56,230,2.06,22.87,OK
WARMUP,1,57,2007,2.06,22.91,OK
WARMUP,1,57,228,2.06,22.98,OK
WARMUP,4,56,234,2.06,22.95,OK
WARMUP,2,57,236,2.06,23.02,OK
WARMUP,3,57,237,2.06,23.06,OK
WARMUP,4,57,235,2.06,23.09,OK
WARMUP,1,58,240,2.06,23.13,OK
WARMUP,2,58,237,2.06,23.17,OK
WARMUP,3,58,233,2.06,23.21,OK
WARMUP,1,59,229,2.06,22.42,OK
WARMUP,4,58,230,2.06,22.50,OK
WARMUP,3,59,2067,2.06,22.46,OK
WARMUP,4,58,2070,2.06,22.53,OK
WARMUP,2,59,234,2.06,22.57,OK
WARMUP,3,59,231,2.06,22.61,OK
WARMUP,1,60,217,2.06,22.65,OK
WARMUP,4,59,225,2.06,22.68,OK
WARMUP,2,60,224,2.06,22.72,OK
WARMUP,3,60,237,2.06,22.76,OK
WARMUP,4,60,234,2.06,22.83,OK
WARMUP,2,61,224,2.06,22.80,OK
WARMUP,1,61,238,2.06,22.87,OK
WARMUP,1,61,2148,2.06,22.91,OK
WARMUP,3,61,217,2.06,22.94,OK
WARMUP,4,61,226,2.06,22.98,OK
WARMUP,1,62,241,2.06,23.06,OK
WARMUP,2,62,233,2.06,23.09,OK
WARMUP,2,62,2168,2.06,23.02,OK
WARMUP,3,62,240,2.06,23.13,OK
WARMUP,1,63,230,2.06,23.17,OK
WARMUP,4,62,239,2.06,23.21,OK
WARMUP,2,63,238,2.06,22.42,OK
WARMUP,3,63,237,2.06,22.46,OK
WARMUP,4,63,226,2.06,22.54,OK
WARMUP,1,64,225,2.06,22.50,OK
WARMUP,2,64,230,2.06,22.57,OK
WARMUP,3,64,2241,2.06,22.61,OK
WARMUP,3,64,232,2.06,22.65,OK
WARMUP,4,64,2258,2.06,22.69,OK
WARMUP,4,64,229,2.06,22.72,OK
WARMUP,1,66,246,2.06,22.76,OK
WARMUP,2,65,237,2.06,22.80,OK
WARMUP,3,65,227,2.06,22.83,OK
WARMUP,4,65,230,2.06,22.87,OK
WARMUP,1,66,233,2.06,22.91,OK
WARMUP,2,66,230,2.06,22.95,OK
WARMUP,3,66,237,2.06,22.98,OK
WARMUP,1,67,229,2.06,23.06,OK
WARMUP,4,66,236,2.06,23.02,OK
WARMUP,2,67,236,2.06,23.09,OK
WARMUP,2,68,2340,2.06,23.17,OK
WARMUP,1,68,2369,2.06,23.13,OK
WARMUP,4,67,225,2.06,23.21,OK
WARMUP,3,68,242,2.06,22.42,OK
WARMUP,1,68,235,2.06,22.48,OK
WARMUP,2,68,236,2.06,22.50,OK
WARMUP,4,68,222,2.06,22.57,OK
WARMUP,3,68,237,2.06,22.54,OK
WARMUP,1,69,235,2.06,22.61,OK
WARMUP,2,69,234,2.06,22.65,OK
WARMUP,4,69,2408,2.06,22.68,OK
WARMUP,3,69,236,2.06,22.72,OK
WARMUP,1,70,224,2.06,22.76,OK
WARMUP,3,70,2427,2.06,22.80,OK
WARMUP,4,69,234,2.06,22.83,OK
WARMUP,2,70,232,2.06,22.87,OK
WARMUP,3,70,227,2.06,22.91,OK
WARMUP,1,71,227,2.06,22.95,OK
WARMUP,4,71,243,2.06,22.98,OK
WARMUP,2,71,229,2.06,23.02,OK
WARMUP,3,71,231,2.06,23.06,OK
WARMUP,1,72,231,2.06,23.09,OK
WARMUP,4,72,242,2.06,23.13,OK
WARMUP,1,72,2511,2.06,23.17,OK
WARMUP,2,72,2491,2.06,23.21,OK
