Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,2,6,236,2.56,22.63,OK
WARMUP,3,6,234,2.56,22.67,OK
WARMUP,1,7,260,2.56,22.71,OK
WARMUP,1,7,219,2.56,22.79,OK
WARMUP,4,6,236,2.56,22.75,OK
WARMUP,3,7,218,2.56,22.87,OK
WARMUP,2,7,220,2.56,22.83,OK
WARMUP,4,7,240,2.56,22.91,OK
WARMUP,1,9,247,2.56,22.95,OK
WARMUP,3,8,223,2.56,22.99,OK
WARMUP,4,8,229,2.56,23.07,OK
WARMUP,2,8,237,2.56,23.03,OK
WARMUP,1,9,225,2.56,23.11,OK
WARMUP,3,9,209,2.56,23.15,OK
WARMUP,4,9,221,2.56,23.19,OK
WARMUP,2,9,229,2.56,23.23,OK
WARMUP,1,10,214,2.56,23.27,OK
WARMUP,3,10,125,2.56,22.50,OK
WARMUP,3,10,213,2.56,22.58,OK
WARMUP,2,10,136,2.56,22.54,OK
WARMUP,4,10,129,2.56,22.62,OK
WARMUP,2,10,219,2.56,22.66,OK
WARMUP,4,10,216,2.56,22.70,OK
WARMUP,1,11,127,2.56,22.74,OK
WARMUP,1,11,223,2.56,22.78,OK
WARMUP,3,11,128,2.56,22.82,OK
WARMUP,2,11,138,2.56,22.86,OK
WARMUP,4,11,130,2.56,22.90,OK
WARMUP,3,11,223,2.56,22.94,OK
WARMUP,2,11,230,2.56,22.98,OK
WARMUP,1,12,130,2.56,23.02,OK
WARMUP,4,11,235,2.56,23.06,OK
WARMUP,1,12,225,2.56,23.10,OK
WARMUP,2,12,138,2.56,23.14,OK
WARMUP,4,12,128,2.56,23.22,OK
WARMUP,3,12,138,2.56,23.18,OK
WARMUP,1,13,130,2.56,23.26,OK
WARMUP,2,13,134,2.56,22.50,OK
WARMUP,3,13,133,2.56,22.54,OK
WARMUP,4,13,131,2.56,22.58,OK
WARMUP,1,14,129,2.56,22.62,OK
WARMUP,2,14,134,2.56,22.66,OK
WARMUP,3,14,133,2.56,22.70,OK
WARMUP,4,14,128,2.56,22.74,OK
WARMUP,1,15,128,2.56,22.78,OK
WARMUP,2,15,131,2.56,22.86,OK
WARMUP,3,15,132,2.56,22.82,OK
WARMUP,4,15,128,2.56,22.90,OK
WARMUP,1,16,131,2.56,22.94,OK
WARMUP,2,16,133,2.56,23.02,OK
WARMUP,3,16,131,2.56,22.98,OK
WARMUP,4,16,134,2.56,23.06,OK
WARMUP,1,17,129,2.56,23.10,OK
WARMUP,2,17,127,2.56,23.14,OK
WARMUP,3,17,132,2.56,23.18,OK
WARMUP,4,17,131,2.56,23.22,OK
WARMUP,1,18,131,2.56,23.26,OK
WARMUP,2,18,127,2.56,22.48,OK
WARMUP,3,18,135,2.56,22.52,OK
WARMUP,4,18,140,2.56,22.56,OK
WARMUP,3,19,132,2.56,22.60,OK
WARMUP,2,19,134,2.56,22.64,OK
WARMUP,4,19,131,2.56,22.68,OK
WARMUP,1,20,131,2.56,22.72,OK
WARMUP,2,20,128,2.56,22.76,OK
WARMUP,3,20,131,2.56,22.80,OK
WARMUP,4,20,128,2.56,22.84,OK
WARMUP,1,21,205,2.56,22.88,OK
WARMUP,1,21,136,2.56,22.92,OK
WARMUP,2,21,130,2.56,22.96,OK
WARMUP,3,21,134,2.56,23.00,OK
WARMUP,4,21,142,2.56,23.04,OK
WARMUP,1,22,140,2.56,23.08,OK
WARMUP,3,22,129,2.56,23.12,OK
WARMUP,2,22,133,2.56,23.15,OK
WARMUP,4,22,130,2.56,23.19,OK
WARMUP,1,23,132,2.56,23.23,OK
WARMUP,2,23,132,2.56,23.27,OK
WARMUP,4,23,126,2.56,22.52,OK
