Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,2,20,806,1.44,22.75,OK
WARMUP,1,21,835,1.44,22.79,OK
WARMUP,3,23,890,1.44,22.82,OK
WARMUP,4,22,900,1.44,22.86,OK
WARMUP,1,26,978,1.44,22.90,OK
WARMUP,2,25,968,1.44,22.94,OK
WARMUP,2,26,226,1.44,22.99,OK
WARMUP,4,26,231,1.44,23.03,OK
WARMUP,3,28,1065,1.44,23.07,OK
WARMUP,4,28,1069,1.44,23.11,OK
WARMUP,2,28,231,1.44,23.14,OK
WARMUP,4,28,229,1.44,23.19,OK
WARMUP,2,31,1148,1.44,23.27,OK
WARMUP,1,31,1168,1.44,23.23,OK
WARMUP,3,31,232,1.44,23.31,OK
WARMUP,2,31,237,1.44,23.34,OK
WARMUP,2,32,240,1.44,22.60,OK
WARMUP,4,33,251,1.44,22.64,OK
WARMUP,4,33,1241,1.44,22.67,OK
WARMUP,4,33,232,1.44,22.71,OK
WARMUP,3,33,1260,1.44,22.75,OK
WARMUP,2,34,236,1.44,22.78,OK
WARMUP,3,34,241,1.44,22.82,OK
WARMUP,4,34,237,1.44,22.86,OK
WARMUP,1,37,1339,1.44,22.89,OK
WARMUP,2,36,1327,1.44,22.93,OK
WARMUP,4,36,233,1.44,22.97,OK
WARMUP,1,37,237,1.44,23.01,OK
WARMUP,2,37,222,1.44,23.04,OK
WARMUP,3,37,229,1.44,23.08,OK
WARMUP,3,38,1395,1.44,23.12,OK
WARMUP,4,38,1416,1.44,23.16,OK
WARMUP,2,39,227,1.44,23.19,OK
WARMUP,3,39,234,1.44,23.23,OK
WARMUP,4,39,230,1.44,23.27,OK
WARMUP,1,40,228,1.44,23.30,OK
WARMUP,2,40,236,1.44,23.34,OK
WARMUP,4,40,233,1.44,22.57,OK
WARMUP,1,41,1482,1.44,22.61,OK
WARMUP,3,41,251,1.44,22.65,OK
WARMUP,2,41,1474,1.44,22.69,OK
