Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,3,10,379,2.96,22.88,OK
WARMUP,4,10,376,2.96,22.92,OK
WARMUP,2,10,382,2.96,22.96,OK
WARMUP,2,10,343,2.96,22.22,OK
WARMUP,4,10,303,2.96,22.34,OK
WARMUP,1,10,373,2.96,22.26,OK
WARMUP,1,11,421,2.96,22.30,OK
WARMUP,1,11,343,2.96,22.38,OK
WARMUP,4,10,362,2.96,22.42,OK
WARMUP,3,10,363,2.96,22.46,OK
WARMUP,3,11,330,2.96,22.50,OK
WARMUP,4,10,289,2.96,22.58,OK
WARMUP,2,11,297,2.96,22.54,OK
WARMUP,1,11,319,2.96,22.62,OK
WARMUP,4,11,262,2.96,22.66,OK
WARMUP,2,11,237,2.96,22.74,OK
WARMUP,1,12,296,2.96,22.70,OK
WARMUP,3,11,274,2.96,22.78,OK
WARMUP,2,11,282,2.96,22.82,OK
WARMUP,3,11,320,2.96,22.86,OK
WARMUP,1,12,266,2.96,22.90,OK
WARMUP,3,11,241,2.96,22.98,OK
WARMUP,4,11,237,2.96,22.94,OK
WARMUP,1,12,232,2.96,22.23,OK
WARMUP,3,12,231,2.96,22.27,OK
WARMUP,2,12,235,2.96,22.31,OK
WARMUP,4,12,231,2.96,22.39,OK
WARMUP,1,13,220,2.96,22.35,OK
WARMUP,2,13,219,2.96,22.47,OK
WARMUP,2,13,136,2.96,22.43,OK
WARMUP,3,13,222,2.96,22.51,OK
WARMUP,4,13,138,2.96,22.55,OK
WARMUP,4,13,230,2.96,22.59,OK
WARMUP,1,14,211,2.96,22.67,OK
WARMUP,1,14,131,2.96,22.63,OK
WARMUP,3,14,128,2.96,22.71,OK
WARMUP,4,14,128,2.96,22.79,OK
WARMUP,2,14,137,2.96,22.75,OK
WARMUP,4,14,217,2.96,22.83,OK
WARMUP,3,14,234,2.96,22.91,OK
WARMUP,2,14,238,2.96,22.87,OK
WARMUP,1,15,135,2.96,22.95,OK
WARMUP,1,15,219,2.96,22.99,OK
WARMUP,3,15,133,2.96,22.24,OK
WARMUP,2,15,136,2.96,22.20,OK
WARMUP,3,15,224,2.96,22.28,OK
WARMUP,4,15,136,2.96,22.32,OK
WARMUP,1,16,133,2.96,22.36,OK
WARMUP,2,16,128,2.96,22.40,OK
WARMUP,3,16,131,2.96,22.44,OK
WARMUP,4,16,133,2.96,22.48,OK
WARMUP,1,17,138,2.96,22.52,OK
WARMUP,3,17,127,2.96,22.56,OK
WARMUP,2,17,136,2.96,22.60,OK
WARMUP,4,17,130,2.96,22.64,OK
WARMUP,1,18,129,2.96,22.68,OK
WARMUP,2,18,135,2.96,22.72,OK
WARMUP,3,18,134,2.96,22.76,OK
WARMUP,2,18,632,2.96,22.80,OK
WARMUP,4,18,129,2.96,22.84,OK
WARMUP,1,19,135,2.96,22.88,OK
WARMUP,3,19,135,2.96,22.92,OK
WARMUP,4,19,132,2.96,22.20,OK
WARMUP,2,19,143,2.96,22.96,OK
WARMUP,1,20,127,2.96,22.24,OK
WARMUP,2,20,133,2.96,22.32,OK
WARMUP,3,20,132,2.96,22.28,OK
WARMUP,4,20,127,2.96,22.36,OK
WARMUP,1,21,130,2.96,22.40,OK
WARMUP,2,21,128,2.96,22.44,OK
WARMUP,3,21,136,2.96,22.48,OK
WARMUP,4,21,133,2.96,22.52,OK
WARMUP,1,22,130,2.96,22.56,OK
WARMUP,2,22,128,2.96,22.60,OK
WARMUP,3,22,133,2.96,22.64,OK
WARMUP,4,22,131,2.96,22.68,OK
WARMUP,1,23,132,2.96,22.72,OK
WARMUP,2,23,129,2.96,22.76,OK
WARMUP,4,23,129,2.96,22.84,OK
WARMUP,3,23,136,2.96,22.80,OK
WARMUP,1,24,127,2.96,22.88,OK
WARMUP,2,24,135,2.96,22.92,OK
WARMUP,4,24,125,2.96,23.00,OK
WARMUP,3,24,137,2.96,22.96,OK
WARMUP,1,25,132,2.96,22.23,OK
WARMUP,2,25,134,2.96,22.27,OK
WARMUP,3,25,137,2.96,22.31,OK
WARMUP,4,25,132,2.96,22.35,OK
WARMUP,1,26,128,2.96,22.39,OK
WARMUP,2,26,131,2.96,22.43,OK
WARMUP,3,26,132,2.96,22.47,OK
