Fase,ClienteID,Iteracion,Latencia_ms,CPU_Load,RAM_MB,Status
WARMUP,1,1,139,3.23,21.49,OK
WARMUP,2,1,153,3.23,21.50,OK
WARMUP,3,1,156,3.23,21.51,OK
WARMUP,2,2,146,3.23,21.52,OK
WARMUP,1,2,144,3.23,21.53,OK
WARMUP,3,2,152,3.23,21.53,OK
WARMUP,2,3,134,3.23,21.57,OK
WARMUP,3,3,134,3.23,21.58,OK
WARMUP,1,3,146,3.23,21.58,OK
WARMUP,2,4,148,3.23,21.59,OK
WARMUP,1,4,147,3.23,21.60,OK
WARMUP,3,4,141,3.23,21.61,OK
WARMUP,2,5,142,3.23,21.62,OK
WARMUP,1,5,143,3.23,21.63,OK
WARMUP,3,5,142,3.23,21.63,OK
WARMUP,2,6,144,3.23,21.64,OK
WARMUP,1,6,142,3.23,21.65,OK
WARMUP,3,6,144,3.23,21.66,OK
WARMUP,2,7,146,3.23,21.67,OK
WARMUP,1,7,143,3.23,21.67,OK
WARMUP,4,1,147,3.23,21.68,OK
WARMUP,3,7,148,3.23,21.69,OK
WARMUP,2,8,144,3.23,21.70,OK
WARMUP,4,2,139,3.23,21.71,OK
WARMUP,1,8,147,3.23,21.71,OK
WARMUP,3,8,150,3.23,21.72,OK
WARMUP,2,9,140,3.23,21.73,OK
WARMUP,1,9,142,3.23,21.74,OK
WARMUP,4,3,147,3.23,21.75,OK
WARMUP,3,9,151,3.23,21.75,OK
WARMUP,2,10,141,3.23,21.76,OK
WARMUP,4,4,140,3.23,21.77,OK
WARMUP,1,10,152,3.23,21.79,OK
WARMUP,3,10,145,3.23,21.78,OK
WARMUP,2,11,148,3.05,21.79,OK
WARMUP,4,5,144,3.05,21.80,OK
WARMUP,1,11,148,3.05,21.81,OK
WARMUP,3,11,159,3.05,21.82,OK
WARMUP,2,12,144,3.05,21.83,OK
WARMUP,4,6,142,3.05,21.83,OK
WARMUP,1,12,144,3.05,21.84,OK
WARMUP,3,12,141,3.05,21.85,OK
WARMUP,2,13,136,3.05,21.86,OK
WARMUP,1,13,144,3.05,21.87,OK
WARMUP,4,7,145,3.05,21.88,OK
WARMUP,3,13,144,3.05,21.88,OK
WARMUP,4,8,133,3.05,21.89,OK
WARMUP,2,14,150,3.05,21.90,OK
WARMUP,1,14,142,3.05,21.91,OK
WARMUP,3,14,147,3.05,21.92,OK
WARMUP,2,15,136,3.05,21.92,OK
WARMUP,1,15,145,3.05,21.93,OK
WARMUP,4,9,146,3.05,21.94,OK
WARMUP,3,15,152,3.05,21.95,OK
WARMUP,2,16,143,3.05,21.96,OK
WARMUP,1,16,139,3.05,21.96,OK
WARMUP,4,10,144,3.05,21.97,OK
WARMUP,2,17,143,3.05,21.98,OK
